index,sentiment,text
2286,positive,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million"
4066,negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier ."
2827,neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .
3268,neutral,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland ."
183,positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .
3316,neutral,"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said ."
4057,negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 ."
1169,neutral,Also Chile is an important market area for forest machine companies .
4284,negative,This is bad news for the barbeque season .
4508,neutral,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station ."
1711,negative,"Several large stocks tacked lower , however ."
4283,negative,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .
1178,neutral,"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi ."
2129,positive,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ."
2532,neutral,"Only L+Ænnen Tehtaat showed a loss , but it has only recently started streamlining measures ."
397,neutral,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .
1291,neutral,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .
3661,neutral,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years ."
3971,neutral,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .
3458,neutral,"With this , the company will exit the contract manufacturing service segment ."
1630,neutral,"The device offers multimedia performance along with a host of productivity applications , including live stock prices ."
3096,neutral,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million ."
4087,neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force ."
1289,positive,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .
3747,neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .
4139,neutral,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .
901,positive,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .
3748,neutral,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .
571,neutral,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 ."
4843,negative,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn ."
4309,neutral,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market ."
3366,neutral,The solution will now be expanded to include all ground staff tasks .
2309,positive,"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 ."
4790,negative,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn ."
4633,negative,The repurchases shall decrease the distributable capital and reserves .
4619,negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % ."
1874,neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm ."
2742,neutral,"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 ."
3271,neutral,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .
4771,negative,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .
2167,neutral,Nokia has enough users to do just as well .
3437,neutral,"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock ."
4282,negative,They are also upset that some of the machinery and work is taken over to Poland .
3525,neutral,"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur ."
4718,negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .
3115,neutral,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .
3952,neutral,"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe ."
1937,negative,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid ."
1321,neutral,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .
1125,neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . ''
2511,neutral,Mobile data transfer is expected to increase explosively in the LTE era .
1527,neutral,From Merisatama to the far corners of the world Asfaltti Osakeyhti+¦ Lemmink+Æinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .
2458,neutral,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk ."
2495,neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola ."
3877,neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years ."
